started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2019-08-19 11:49:34.291000+00:00,2019-08-19 12:10:31.392000+00:00,1257,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072,296,Castle Terrace,Corner of Castle Terrace and Lady Lawson St,55.94676649,-3.202037829
2019-08-19 11:51:10.093000+00:00,2019-08-19 12:16:14.419000+00:00,1504,889,Murrayfield Tram,By the side of the station entrance,55.94195639,-3.237802024,890,West Crosscauseway,Corner of West Crosscauseway & Buccleugh Street,55.94386198,-3.184972223
2019-08-19 11:52:23.207000+00:00,2019-08-19 12:01:59.004000+00:00,575,366,Dudley Gardens,Corner of Dudley Gardens on Newhaven Road,55.97592063,-3.191346079,355,Inverleith Row,Corner of Inverleith Row & Inverleith Terrace,55.9641456,-3.202073561
2019-08-19 11:52:26.497000+00:00,2019-08-19 11:59:17.161000+00:00,410,881,Tollcross,Outside Piccolino,55.9442807,-3.202964359,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072
2019-08-19 11:53:08.502000+00:00,2019-08-19 12:32:01.746000+00:00,2333,265,Meadows East,Melville Terrace,55.93980947,-3.182738851,257,Portobello,Edinburgh Leisure Tumbles Centre,55.95700431,-3.116888119
2019-08-19 11:55:27.274000+00:00,2019-08-19 12:32:01.611000+00:00,2194,265,Meadows East,Melville Terrace,55.93980947,-3.182738851,257,Portobello,Edinburgh Leisure Tumbles Centre,55.95700431,-3.116888119
2019-08-19 11:56:05.684000+00:00,2019-08-19 12:02:37.511000+00:00,391,260,Lauriston Place,near Chalmers Street,55.94477165,-3.197265856,879,Gladstone Terrace,Corner of Gladstone Terrace & Sciennes ROad,55.9380244,-3.18497921
2019-08-19 11:57:44.321000+00:00,2019-08-19 12:06:23.989000+00:00,519,225,Waverley Court,On Waverley Court forecourt,55.9517345,-3.184178535,247,Charlotte Square,North Corner of Charlotte Square,55.95233546,-3.207101172
2019-08-19 11:59:21.686000+00:00,2019-08-19 12:24:36.708000+00:00,1515,1024,Meadow Place,End of Meadow Place,55.94023763,-3.194640214,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96503981,-3.176686415
2019-08-19 12:02:33.303000+00:00,2019-08-19 12:13:59.636000+00:00,686,862,Cramond Foreshore,Cramond foreshore by turning circle,55.98002374,-3.300622017,862,Cramond Foreshore,Cramond foreshore by turning circle,55.98002374,-3.300622017
2019-08-19 12:04:17.255000+00:00,2019-08-19 12:19:25.201000+00:00,907,1024,Meadow Place,End of Meadow Place,55.94023763,-3.194640214,346,Morningside Road,Corner of Morningside Road & Morningside Park by M & S car park,55.92798551,-3.209738737
2019-08-19 12:05:24.621000+00:00,2019-08-19 12:29:01.437000+00:00,1416,870,Hillside Crescent,East corner of Hillside Crescent & London Road,55.9577928,-3.175798619,260,Lauriston Place,near Chalmers Street,55.94477165,-3.197265856
2019-08-19 12:05:30.038000+00:00,2019-08-19 12:08:17.144000+00:00,167,890,West Crosscauseway,Corner of West Crosscauseway & Buccleugh Street,55.94386198,-3.184972223,265,Meadows East,Melville Terrace,55.93980947,-3.182738851
2019-08-19 12:09:38.046000+00:00,2019-08-19 13:48:20.672000+00:00,5922,225,Waverley Court,On Waverley Court forecourt,55.9517345,-3.184178535,257,Portobello,Edinburgh Leisure Tumbles Centre,55.95700431,-3.116888119
2019-08-19 12:10:21.125000+00:00,2019-08-19 12:18:24.211000+00:00,483,870,Hillside Crescent,East corner of Hillside Crescent & London Road,55.9577928,-3.175798619,183,Waverley Bridge,near the top of the South ramp,55.9513444,-3.191420999
2019-08-19 12:10:31.706000+00:00,2019-08-19 14:18:05.529000+00:00,7653,866,Comely Bank Road,Between trees on Comely Bank Road,55.95940687,-3.215659821,296,Castle Terrace,Corner of Castle Terrace and Lady Lawson St,55.94676649,-3.202037829
2019-08-19 12:12:42.931000+00:00,2019-08-19 13:49:41.731000+00:00,5818,225,Waverley Court,On Waverley Court forecourt,55.9517345,-3.184178535,257,Portobello,Edinburgh Leisure Tumbles Centre,55.95700431,-3.116888119
2019-08-19 12:14:16.156000+00:00,2019-08-19 13:00:54.317000+00:00,2798,862,Cramond Foreshore,Cramond foreshore by turning circle,55.98002374,-3.300622017,862,Cramond Foreshore,Cramond foreshore by turning circle,55.98002374,-3.300622017
2019-08-19 12:16:24.993000+00:00,2019-08-19 14:12:27.592000+00:00,6962,289,Castle Street,Near Rose Street,55.95150074,-3.203183907,285,Ocean Terminal,Debenhams / Puregym entrance,55.98128601,-3.176351264
2019-08-19 12:16:52.046000+00:00,2019-08-19 12:44:05.639000+00:00,1633,259,St Andrew Square,North East corner,55.95490573,-3.192443757,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072
2019-08-19 12:17:11.119000+00:00,2019-08-19 12:44:04.372000+00:00,1613,259,St Andrew Square,North East corner,55.95490573,-3.192443757,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072
2019-08-19 12:17:14.163000+00:00,2019-08-19 13:03:32.878000+00:00,2778,1033,Queen Margaret University,Opposite Maggies student union,55.93193491,-3.073045772,1033,Queen Margaret University,Opposite Maggies student union,55.93193491,-3.073045772
2019-08-19 12:20:17.882000+00:00,2019-08-19 12:28:33.053000+00:00,495,866,Comely Bank Road,Between trees on Comely Bank Road,55.95940687,-3.215659821,865,Craigleith Road,Craigleith road by bus stop,55.95661859,-3.237802968
2019-08-19 12:20:26.687000+00:00,2019-08-19 12:28:17.613000+00:00,470,866,Comely Bank Road,Between trees on Comely Bank Road,55.95940687,-3.215659821,865,Craigleith Road,Craigleith road by bus stop,55.95661859,-3.237802968
2019-08-19 12:20:27.892000+00:00,2019-08-19 12:28:37.994000+00:00,490,866,Comely Bank Road,Between trees on Comely Bank Road,55.95940687,-3.215659821,865,Craigleith Road,Craigleith road by bus stop,55.95661859,-3.237802968
2019-08-19 12:21:31.499000+00:00,2019-08-19 12:25:01.632000+00:00,210,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715,-3.174126319,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715,-3.174126319
2019-08-19 12:31:25.583000+00:00,2019-08-19 12:38:03.473000+00:00,397,341,Warrender Park Road,Corner of Warrender Park Road & Spottiswoode Street,55.93836306,-3.198031182,1017,Crichton Street,East end of street,55.94478428,-3.186906245
2019-08-19 12:31:59.506000+00:00,2019-08-19 13:05:52.355000+00:00,2032,876,Murrayfield,Riversdale Crescent,55.94476687,-3.243687889,285,Ocean Terminal,Debenhams / Puregym entrance,55.98128601,-3.176351264
2019-08-19 12:37:40.072000+00:00,2019-08-19 12:55:44.390000+00:00,1084,285,Ocean Terminal,Debenhams / Puregym entrance,55.98128601,-3.176351264,262,Canonmills,near Tesco's,55.96280409,-3.196283585
2019-08-19 12:43:39.092000+00:00,2019-08-19 14:24:08.264000+00:00,6029,879,Gladstone Terrace,Corner of Gladstone Terrace & Sciennes ROad,55.9380244,-3.18497921,289,Castle Street,Near Rose Street,55.95150074,-3.203183907
2019-08-19 12:43:40.281000+00:00,2019-08-19 13:56:38.863000+00:00,4378,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072,264,Pollock Halls,Pollock Halls Entrance,55.93996347,-3.171585934
2019-08-19 12:43:44.441000+00:00,2019-08-19 12:56:42.404000+00:00,777,355,Inverleith Row,Corner of Inverleith Row & Inverleith Terrace,55.9641456,-3.202073561,259,St Andrew Square,North East corner,55.95490573,-3.192443757
2019-08-19 12:44:10.385000+00:00,2019-08-19 12:46:52.602000+00:00,162,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072
2019-08-19 12:44:15.419000+00:00,2019-08-19 14:01:48.608000+00:00,4653,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072,264,Pollock Halls,Pollock Halls Entrance,55.93996347,-3.171585934
2019-08-19 12:44:57.879000+00:00,2019-08-19 13:48:34.962000+00:00,3817,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072,264,Pollock Halls,Pollock Halls Entrance,55.93996347,-3.171585934
2019-08-19 12:45:13.048000+00:00,2019-08-19 13:48:15.090000+00:00,3782,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072,264,Pollock Halls,Pollock Halls Entrance,55.93996347,-3.171585934
2019-08-19 12:45:24.524000+00:00,2019-08-19 13:07:38.629000+00:00,1334,254,Kings Building 3,Kings Building House,55.92347881,-3.175384585,290,Bruntsfield links,Corner of Bruntsfield Terrace and Bruntsfield Place,55.93715871,-3.20643533
2019-08-19 12:53:26.289000+00:00,2019-08-19 13:01:17.320000+00:00,471,265,Meadows East,Melville Terrace,55.93980947,-3.182738851,290,Bruntsfield links,Corner of Bruntsfield Terrace and Bruntsfield Place,55.93715871,-3.20643533
2019-08-19 12:56:19.263000+00:00,2019-08-19 13:05:11.418000+00:00,532,341,Warrender Park Road,Corner of Warrender Park Road & Spottiswoode Street,55.93836306,-3.198031182,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072
2019-08-19 12:56:44.033000+00:00,2019-08-19 13:08:15.422000+00:00,691,1017,Crichton Street,East end of street,55.94478428,-3.186906245,881,Tollcross,Outside Piccolino,55.9442807,-3.202964359
2019-08-19 12:58:14.140000+00:00,2019-08-19 13:08:46.059000+00:00,631,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.9397099,-3.220588934,1024,Meadow Place,End of Meadow Place,55.94023763,-3.194640214
2019-08-19 12:58:56.711000+00:00,2019-08-19 13:56:33.193000+00:00,3456,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.9397099,-3.220588934,1019,Grassmarket,West end of Grassmarket,55.94709728,-3.197245733
2019-08-19 13:00:15.694000+00:00,2019-08-19 14:12:02.523000+00:00,4306,1019,Grassmarket,West end of Grassmarket,55.94709728,-3.197245733,285,Ocean Terminal,Debenhams / Puregym entrance,55.98128601,-3.176351264
2019-08-19 13:03:19.147000+00:00,2019-08-19 13:48:46.436000+00:00,2727,290,Bruntsfield links,Corner of Bruntsfield Terrace and Bruntsfield Place,55.93715871,-3.20643533,1017,Crichton Street,East end of street,55.94478428,-3.186906245
2019-08-19 13:04:05.464000+00:00,2019-08-19 13:50:01.097000+00:00,2755,260,Lauriston Place,near Chalmers Street,55.94477165,-3.197265856,259,St Andrew Square,North East corner,55.95490573,-3.192443757
2019-08-19 13:09:13.932000+00:00,2019-08-19 13:51:37.215000+00:00,2543,262,Canonmills,near Tesco's,55.96280409,-3.196283585,264,Pollock Halls,Pollock Halls Entrance,55.93996347,-3.171585934
2019-08-19 13:48:52.979000+00:00,2019-08-19 14:14:46.737000+00:00,1553,648,Western General,Western General virtual station across from public multi storey,55.96345849,-3.23280956,285,Ocean Terminal,Debenhams / Puregym entrance,55.98128601,-3.176351264
2019-08-19 13:49:16.708000+00:00,2019-08-19 14:13:23.240000+00:00,1446,884,IGMM,IGMM at Western General Hospital,55.96248693,-3.232031328,285,Ocean Terminal,Debenhams / Puregym entrance,55.98128601,-3.176351264
2019-08-19 13:49:53.837000+00:00,2019-08-19 13:57:31.094000+00:00,457,262,Canonmills,near Tesco's,55.96280409,-3.196283585,366,Dudley Gardens,Corner of Dudley Gardens on Newhaven Road,55.97592063,-3.191346079
2019-08-19 13:51:07.237000+00:00,2019-08-19 14:14:33.516000+00:00,1406,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072,257,Portobello,Edinburgh Leisure Tumbles Centre,55.95700431,-3.116888119
2019-08-19 13:51:17.096000+00:00,2019-08-19 14:12:48.570000+00:00,1291,648,Western General,Western General virtual station across from public multi storey,55.96345849,-3.23280956,285,Ocean Terminal,Debenhams / Puregym entrance,55.98128601,-3.176351264
2019-08-19 13:54:27.606000+00:00,2019-08-19 13:59:58.292000+00:00,330,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072,1024,Meadow Place,End of Meadow Place,55.94023763,-3.194640214
2019-08-19 13:55:31.356000+00:00,2019-08-19 14:04:39.884000+00:00,548,341,Warrender Park Road,Corner of Warrender Park Road & Spottiswoode Street,55.93836306,-3.198031182,1017,Crichton Street,East end of street,55.94478428,-3.186906245
2019-08-19 13:56:18.001000+00:00,2019-08-19 14:04:32.521000+00:00,494,254,Kings Building 3,Kings Building House,55.92347881,-3.175384585,265,Meadows East,Melville Terrace,55.93980947,-3.182738851
2019-08-19 14:01:44.400000+00:00,2019-08-19 14:20:30.647000+00:00,1126,882,EICC,Between planters next to EICC,55.94604282,-3.210484908,882,EICC,Between planters next to EICC,55.94604282,-3.210484908
2019-08-19 14:08:00.983000+00:00,2019-08-19 14:18:09.702000+00:00,608,264,Pollock Halls,Pollock Halls Entrance,55.93996347,-3.171585934,890,West Crosscauseway,Corner of West Crosscauseway & Buccleugh Street,55.94386198,-3.184972223
2019-08-19 14:08:02.831000+00:00,2019-08-19 14:18:10.493000+00:00,607,264,Pollock Halls,Pollock Halls Entrance,55.93996347,-3.171585934,890,West Crosscauseway,Corner of West Crosscauseway & Buccleugh Street,55.94386198,-3.184972223
2019-08-19 14:08:10.907000+00:00,2019-08-19 14:18:08.743000+00:00,597,264,Pollock Halls,Pollock Halls Entrance,55.93996347,-3.171585934,890,West Crosscauseway,Corner of West Crosscauseway & Buccleugh Street,55.94386198,-3.184972223
2019-08-19 14:08:22.184000+00:00,2019-08-19 14:18:15.484000+00:00,593,264,Pollock Halls,Pollock Halls Entrance,55.93996347,-3.171585934,890,West Crosscauseway,Corner of West Crosscauseway & Buccleugh Street,55.94386198,-3.184972223
2019-08-19 14:08:29.708000+00:00,2019-08-19 14:18:38.382000+00:00,608,264,Pollock Halls,Pollock Halls Entrance,55.93996347,-3.171585934,890,West Crosscauseway,Corner of West Crosscauseway & Buccleugh Street,55.94386198,-3.184972223
2019-08-19 14:10:43.683000+00:00,2019-08-19 14:18:07.077000+00:00,443,264,Pollock Halls,Pollock Halls Entrance,55.93996347,-3.171585934,890,West Crosscauseway,Corner of West Crosscauseway & Buccleugh Street,55.94386198,-3.184972223
2019-08-19 14:11:16.750000+00:00,2019-08-19 14:20:11.941000+00:00,535,249,Fountainbridge,Fountainbridge by Gardner's Crescent,55.94335693,-3.209247502,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072
2019-08-19 14:13:26.569000+00:00,2019-08-19 14:57:57.651000+00:00,2671,1017,Crichton Street,East end of street,55.94478428,-3.186906245,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.9397099,-3.220588934
2019-08-19 14:17:12.371000+00:00,2019-08-19 14:38:29.229000+00:00,1276,296,Castle Terrace,Corner of Castle Terrace and Lady Lawson St,55.94676649,-3.202037829,879,Gladstone Terrace,Corner of Gladstone Terrace & Sciennes ROad,55.9380244,-3.18497921
2019-08-19 14:17:20.572000+00:00,2019-08-19 14:35:52.788000+00:00,1112,296,Castle Terrace,Corner of Castle Terrace and Lady Lawson St,55.94676649,-3.202037829,265,Meadows East,Melville Terrace,55.93980947,-3.182738851
2019-08-19 14:19:03.435000+00:00,2019-08-19 14:23:39.369000+00:00,275,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072,1024,Meadow Place,End of Meadow Place,55.94023763,-3.194640214
2019-08-19 14:21:31.772000+00:00,2019-08-19 14:50:58.042000+00:00,1766,1027,Drummond Street,Opposite the Pleasance Grand,55.94833654,-3.1822613,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.9397099,-3.220588934
2019-08-19 14:21:39.216000+00:00,2019-08-19 15:03:02.096000+00:00,2482,257,Portobello,Edinburgh Leisure Tumbles Centre,55.95700431,-3.116888119,1017,Crichton Street,East end of street,55.94478428,-3.186906245
2019-08-19 14:22:02.551000+00:00,2019-08-19 14:54:24.507000+00:00,1941,257,Portobello,Edinburgh Leisure Tumbles Centre,55.95700431,-3.116888119,261,Brunswick Place,Junction Brunswick Street and Elm Row,55.96092975,-3.181005315
2019-08-19 14:22:05.694000+00:00,2019-08-19 15:11:57.474000+00:00,2991,257,Portobello,Edinburgh Leisure Tumbles Centre,55.95700431,-3.116888119,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072
2019-08-19 14:24:34.486000+00:00,2019-08-19 14:37:36.202000+00:00,781,1024,Meadow Place,End of Meadow Place,55.94023763,-3.194640214,1024,Meadow Place,End of Meadow Place,55.94023763,-3.194640214
2019-08-19 14:24:41.177000+00:00,2019-08-19 14:32:55.432000+00:00,494,1024,Meadow Place,End of Meadow Place,55.94023763,-3.194640214,1019,Grassmarket,West end of Grassmarket,55.94709728,-3.197245733
2019-08-19 14:24:56.287000+00:00,2019-08-19 14:52:25.367000+00:00,1649,249,Fountainbridge,Fountainbridge by Gardner's Crescent,55.94335693,-3.209247502,870,Hillside Crescent,East corner of Hillside Crescent & London Road,55.9577928,-3.175798619
2019-08-19 14:25:53.886000+00:00,2019-08-19 14:55:27.591000+00:00,1773,862,Cramond Foreshore,Cramond foreshore by turning circle,55.98002374,-3.300622017,862,Cramond Foreshore,Cramond foreshore by turning circle,55.98002374,-3.300622017
2019-08-19 14:26:02.030000+00:00,2019-08-19 14:56:04.558000+00:00,1802,862,Cramond Foreshore,Cramond foreshore by turning circle,55.98002374,-3.300622017,862,Cramond Foreshore,Cramond foreshore by turning circle,55.98002374,-3.300622017
2019-08-19 14:26:52.349000+00:00,2019-08-19 14:39:30.972000+00:00,758,289,Castle Street,Near Rose Street,55.95150074,-3.203183907,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96503981,-3.176686415
2019-08-19 14:29:15.465000+00:00,2019-08-19 14:51:16.950000+00:00,1321,1027,Drummond Street,Opposite the Pleasance Grand,55.94833654,-3.1822613,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.9397099,-3.220588934
2019-08-19 14:36:06.482000+00:00,2019-08-19 15:01:35.113000+00:00,1528,253,Kings Building 2,Sanderson Building,55.92320216,-3.171646245,265,Meadows East,Melville Terrace,55.93980947,-3.182738851
2019-08-19 14:43:59.725000+00:00,2019-08-19 15:17:30.149000+00:00,2010,885,Wester Coates Terrace,Corner of Wester Coates Terrace & Roseburn Terrace,55.9456092,-3.231715619,189,City Chambers,City Chambers Quadrangle,55.95010933,-3.19025777
2019-08-19 14:44:02.051000+00:00,2019-08-19 14:50:58.604000+00:00,416,1024,Meadow Place,End of Meadow Place,55.94023763,-3.194640214,1027,Drummond Street,Opposite the Pleasance Grand,55.94833654,-3.1822613
2019-08-19 14:46:36.247000+00:00,2019-08-19 14:51:07.388000+00:00,271,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072,1024,Meadow Place,End of Meadow Place,55.94023763,-3.194640214
2019-08-19 14:47:00.251000+00:00,2019-08-19 14:53:49.214000+00:00,408,260,Lauriston Place,near Chalmers Street,55.94477165,-3.197265856,265,Meadows East,Melville Terrace,55.93980947,-3.182738851
2019-08-19 14:50:24.608000+00:00,2019-08-19 15:00:21.722000+00:00,597,249,Fountainbridge,Fountainbridge by Gardner's Crescent,55.94335693,-3.209247502,183,Waverley Bridge,near the top of the South ramp,55.9513444,-3.191420999
2019-08-19 14:50:43.085000+00:00,2019-08-19 14:57:58.603000+00:00,435,1017,Crichton Street,East end of street,55.94478428,-3.186906245,183,Waverley Bridge,near the top of the South ramp,55.9513444,-3.191420999
2019-08-19 14:54:07.055000+00:00,2019-08-19 15:05:18.943000+00:00,671,1024,Meadow Place,End of Meadow Place,55.94023763,-3.194640214,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.9397099,-3.220588934
2019-08-19 14:56:41.769000+00:00,2019-08-19 14:58:38.112000+00:00,116,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.9397099,-3.220588934,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.9397099,-3.220588934
2019-08-19 14:57:14.331000+00:00,2019-08-19 15:05:00.396000+00:00,466,882,EICC,Between planters next to EICC,55.94604282,-3.210484908,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072
2019-08-19 14:57:16.975000+00:00,2019-08-19 15:12:53.268000+00:00,936,247,Charlotte Square,North Corner of Charlotte Square,55.95233546,-3.207101172,341,Warrender Park Road,Corner of Warrender Park Road & Spottiswoode Street,55.93836306,-3.198031182
2019-08-19 14:59:52.368000+00:00,2019-08-19 15:14:18.592000+00:00,866,882,EICC,Between planters next to EICC,55.94604282,-3.210484908,346,Morningside Road,Corner of Morningside Road & Morningside Park by M & S car park,55.92798551,-3.209738737
2019-08-19 15:04:46.571000+00:00,2019-08-19 15:28:14.402000+00:00,1407,247,Charlotte Square,North Corner of Charlotte Square,55.95233546,-3.207101172,1026,Constitution Street,Next to Burns Statue,55.97544143,-3.166806411
2019-08-19 15:05:36.051000+00:00,2019-08-19 15:53:41.501000+00:00,2885,873,Corstorphine Road,Outside Forestry & Land Scotland,55.94174288,-3.271484361,873,Corstorphine Road,Outside Forestry & Land Scotland,55.94174288,-3.271484361
2019-08-19 15:08:25.342000+00:00,2019-08-19 15:39:21.332000+00:00,1855,1024,Meadow Place,End of Meadow Place,55.94023763,-3.194640214,344,Marchmont Crescent,Corner of Marchmont Crescent & Marchmont Road,55.9363975,-3.194252203
2019-08-19 15:10:44.663000+00:00,2019-08-19 15:31:24.925000+00:00,1240,251,Waverley Station,Platform level near Calton Road Exit,55.95264104,-3.187526919,347,Simon Square,Corner of Simon Square & Gilmour Street,55.9448678,-3.182670511
2019-08-19 15:11:16.400000+00:00,2019-08-19 15:24:32.687000+00:00,796,890,West Crosscauseway,Corner of West Crosscauseway & Buccleugh Street,55.94386198,-3.184972223,183,Waverley Bridge,near the top of the South ramp,55.9513444,-3.191420999
2019-08-19 15:11:46.536000+00:00,2019-08-19 15:13:02.316000+00:00,75,349,Orchard Brae House,Outside Orchard Brae House on Queensferry Road,55.95508277,-3.223634264,349,Orchard Brae House,Outside Orchard Brae House on Queensferry Road,55.95508277,-3.223634264
2019-08-19 15:14:18.210000+00:00,2019-08-19 16:21:39.480000+00:00,4041,349,Orchard Brae House,Outside Orchard Brae House on Queensferry Road,55.95508277,-3.223634264,870,Hillside Crescent,East corner of Hillside Crescent & London Road,55.9577928,-3.175798619
2019-08-19 15:14:32.622000+00:00,2019-08-19 15:33:14.795000+00:00,1122,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072,259,St Andrew Square,North East corner,55.95490573,-3.192443757
2019-08-19 15:14:51.096000+00:00,2019-08-19 16:13:37.426000+00:00,3526,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072
2019-08-19 15:14:51.187000+00:00,2019-08-19 15:32:55.399000+00:00,1084,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072,259,St Andrew Square,North East corner,55.95490573,-3.192443757
2019-08-19 15:16:54.630000+00:00,2019-08-19 15:23:30.606000+00:00,395,247,Charlotte Square,North Corner of Charlotte Square,55.95233546,-3.207101172,868,Dundas Street,Corner of Dundas Street & Henderson Row,55.96094447,-3.201386994
2019-08-19 15:21:07.555000+00:00,2019-08-19 15:36:17.485000+00:00,909,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96503981,-3.176686415,289,Castle Street,Near Rose Street,55.95150074,-3.203183907
2019-08-19 15:24:27.543000+00:00,2019-08-19 15:45:36.614000+00:00,1269,247,Charlotte Square,North Corner of Charlotte Square,55.95233546,-3.207101172,366,Dudley Gardens,Corner of Dudley Gardens on Newhaven Road,55.97592063,-3.191346079
2019-08-19 15:24:54.024000+00:00,2019-08-19 16:05:44.612000+00:00,2450,876,Murrayfield,Riversdale Crescent,55.94476687,-3.243687889,876,Murrayfield,Riversdale Crescent,55.94476687,-3.243687889
2019-08-19 15:25:02.024000+00:00,2019-08-19 15:34:43.108000+00:00,581,183,Waverley Bridge,near the top of the South ramp,55.9513444,-3.191420999,1017,Crichton Street,East end of street,55.94478428,-3.186906245
2019-08-19 15:27:30.327000+00:00,2019-08-19 15:34:09.647000+00:00,399,890,West Crosscauseway,Corner of West Crosscauseway & Buccleugh Street,55.94386198,-3.184972223,1028,The Tron,Next to Tron Kirk Royal Mile,55.95003729,-3.187821519
2019-08-19 15:29:02.112000+00:00,2019-08-19 15:48:22.074000+00:00,1159,874,Edinburgh Zoo,Outside zoo gatehouse,55.94211968,-3.269279524,885,Wester Coates Terrace,Corner of Wester Coates Terrace & Roseburn Terrace,55.9456092,-3.231715619
2019-08-19 15:29:23.023000+00:00,2019-08-19 15:49:15.425000+00:00,1192,225,Waverley Court,On Waverley Court forecourt,55.9517345,-3.184178535,259,St Andrew Square,North East corner,55.95490573,-3.192443757
2019-08-19 15:30:49.485000+00:00,2019-08-19 15:34:48.344000+00:00,238,259,St Andrew Square,North East corner,55.95490573,-3.192443757,262,Canonmills,near Tesco's,55.96280409,-3.196283585
2019-08-19 15:30:56.588000+00:00,2019-08-19 15:42:37.500000+00:00,700,249,Fountainbridge,Fountainbridge by Gardner's Crescent,55.94335693,-3.209247502,289,Castle Street,Near Rose Street,55.95150074,-3.203183907
2019-08-19 15:33:22.964000+00:00,2019-08-19 15:45:35.778000+00:00,732,1026,Constitution Street,Next to Burns Statue,55.97544143,-3.166806411,1026,Constitution Street,Next to Burns Statue,55.97544143,-3.166806411
2019-08-19 15:34:15.997000+00:00,2019-08-19 15:44:09.360000+00:00,593,1017,Crichton Street,East end of street,55.94478428,-3.186906245,344,Marchmont Crescent,Corner of Marchmont Crescent & Marchmont Road,55.9363975,-3.194252203
2019-08-19 15:37:34.257000+00:00,2019-08-19 15:46:01.182000+00:00,506,1026,Constitution Street,Next to Burns Statue,55.97544143,-3.166806411,261,Brunswick Place,Junction Brunswick Street and Elm Row,55.96092975,-3.181005315
2019-08-19 15:38:16.276000+00:00,2019-08-19 15:52:56.429000+00:00,880,183,Waverley Bridge,near the top of the South ramp,55.9513444,-3.191420999,870,Hillside Crescent,East corner of Hillside Crescent & London Road,55.9577928,-3.175798619
2019-08-19 15:39:17.179000+00:00,2019-08-19 17:08:56.689000+00:00,5379,890,West Crosscauseway,Corner of West Crosscauseway & Buccleugh Street,55.94386198,-3.184972223,1027,Drummond Street,Opposite the Pleasance Grand,55.94833654,-3.1822613
2019-08-19 15:39:35.629000+00:00,2019-08-19 16:36:01.532000+00:00,3385,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856559,-3.208070182,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856559,-3.208070182
2019-08-19 15:39:40.060000+00:00,2019-08-19 15:54:04.829000+00:00,864,265,Meadows East,Melville Terrace,55.93980947,-3.182738851,183,Waverley Bridge,near the top of the South ramp,55.9513444,-3.191420999
2019-08-19 15:41:00.333000+00:00,2019-08-19 15:55:12.343000+00:00,852,290,Bruntsfield links,Corner of Bruntsfield Terrace and Bruntsfield Place,55.93715871,-3.20643533,247,Charlotte Square,North Corner of Charlotte Square,55.95233546,-3.207101172
2019-08-19 15:41:54.632000+00:00,2019-08-19 16:05:58.182000+00:00,1443,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715,-3.174126319,259,St Andrew Square,North East corner,55.95490573,-3.192443757
2019-08-19 15:42:33.163000+00:00,2019-08-19 16:36:06.444000+00:00,3213,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856559,-3.208070182,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856559,-3.208070182
